Lake Zurich,Illinois,IL,USA,42.19696889999999,-88.0934108
La Palma,California,CA,USA,33.846404,-118.0467306
Buena Park,California,CA,USA,33.8675143,-117.9981181
Culver City,California,CA,USA,34.0211224,-118.3964665
Long Beach,California,CA,USA,33.7700504,-118.1937395
Novato,California,CA,USA,38.1074198,-122.5697032
Pleasanton,California,CA,USA,37.6624312,-121.8746789
Rancho Cucamonga,California,CA,USA,34.10639889999999,-117.5931084
Aurora,Colorado,CO,USA,39.7294319,-104.8319195
Fort Myers,Florida,FL,USA,26.640628,-81.8723084
Elk Grove Village,Illinois,IL,USA,42.0039178,-87.9703461
Lenexa,Kansas,KS,USA,38.9536174,-94.73357089999999
Dearborn,Michigan,MI,USA,42.3222599,-83.17631449999999
Sunset Hills,Missouri,MO,USA,38.5389423,-90.407341
Roseland,New Jersey,NJ,USA,40.8206555,-74.2937594
Liverpool,New York,NY,USA,43.106456,-76.21770459999999
Williamsville,New York,NY,USA,42.963947,-78.73780909999999
Findlay,Ohio,OH,USA,41.04422,-83.6499321
Clackamas,Oregon,OR,USA,45.4076205,-122.5703692
Coraopolis,Pennsylvania,PA,USA,40.5184013,-80.1667247
South Jordan,Utah,UT,USA,40.5621704,-111.929658
Chester,,,UK,53.193392,-2.893075
Agoura Hills,California,CA,USA,34.1533395,-118.7616764
Glastonbury,Connecticut,CT,USA,41.6861794,-72.5450779
Westport,Connecticut,CT,USA,41.1414717,-73.3579049
Clayton,Missouri,MO,USA,38.6425518,-90.32372629999999
Hopewell,New Jersey,NJ,USA,40.343784,-74.8156199
Pennington,New Jersey,NJ,USA,40.3284402,-74.790718
Montpellier,,,France,43.610769,3.876716
Halle,,,Germany,51.4969802,11.9688029
Bayan Lepas,,,Malaysia,5.294464,100.2593272
lodzkie,,,Poland,51.4634771,19.1726974
Edinburgh,,,UK,55.953252,-3.188267
Taguig City,,,Philippines,14.5176184,121.0508645
Melbourne,VIC,VIC,Australia,-37.814107,144.96328
Frankfurt am Main,,,Germany,50.1109221,8.6821267
Col. Lomas De Chapultepec,,,Mexico,19.420556,-99.21888899999999
Playa Vista,California,CA,USA,33.97278980000001,-118.4275776
Broadview Heights,Ohio,OH,USA,41.3139426,-81.6851271
The Woodlands,Texas,TX,USA,30.1658207,-95.46126249999999
Botany,NSW,NSW,Australia,-33.9443842,151.1962869
Macquarie Park,NSW,NSW,Australia,-33.7758202,151.1194285
Pymble,NSW,NSW,Australia,-33.744008,151.1417871
Melbourne,VC,VC,Australia,-37.814107,144.96328
Wavre,,,Belgium,50.7158956,4.6128075
Field,Nova Scotia,NS,Canada,45.8716893,-63.7811551
Field,Quebec,QC,Canada,46.523533,-80.024271
St. Laurent,Quebec,QC,Canada,45.4985638,-73.74975669999999
Jiaxing,,,China,30.753924,120.758543
Alajuela,,,Costa Rica,10.391583,-84.4382721
,,,Dominican Republic,18.735693,-70.162651
,,,Egypt,26.820553,30.802498
Rungis,,,France,48.749358,2.349936
Baden-WÃ¼rttemberg,,,Germany,48.6616037,9.3501336
Wetzlar,,,Germany,50.5589802,8.508164599999999
Witten,,,Germany,51.4438926,7.353197000000001
Pondok Indah,,,Indonesia,-6.26586,106.78377
Clonmel,,,Ireland,52.3558172,-7.6902551
Cootehill,,,Ireland,54.0725034,-7.0823541
Finisklin Sligo,,,Ireland,54.2782948,-8.510143099999999
Longford,,,Ireland,53.7275564,-7.793108999999999
Santry,,,Ireland,53.3995925,-6.2440083
Westport,,,Ireland,53.80213070000001,-9.514346699999999
Campoverde di Aprilia,,,Italy,41.5391677,12.7298539
Groningen,,,Netherlands,53.2193835,6.566501799999999
Olst,,,Netherlands,52.3377894,6.1141253
Weesp,,,Netherlands,52.3080507,5.0406217
Zwolle,,,Netherlands,52.5167747,6.083021899999999
Anasco,,,Puerto Rico,18.283056,-67.141389
Rostov,,,Russia,47.23333299999999,39.7
Stavropol,,,Russia,45.05,41.98333299999999
Yaroslavl,,,Russia,57.62607440000001,39.8844708
Jiddah,,,Saudi Arabia,21.543333,39.17277800000001
Basel,,,Switzerland,47.5674422,7.597550699999999
Witney,,,UK,51.7859365,-1.4850544
Casa Grande,Arizona,AZ,USA,32.8795022,-111.7573521
Alameda,California,CA,USA,37.7652065,-122.2416355
Temecula,California,CA,USA,33.4936391,-117.1483648
Field,Connecticut,CT,USA,39.7952064,-105.098443
Hollywood,Florida,FL,USA,26.0112014,-80.1494901
Abbott Park,Illinois,IL,USA,42.304505,-87.8960712
Des Plaines,Illinois,IL,USA,42.0333623,-87.88339909999999
Richmond,Indiana,IN,USA,39.8289369,-84.8902382
Hagerstown,Maryland,MD,USA,39.6417629,-77.71999319999999
Sturgis,Michigan,MI,USA,41.799217,-85.41914820000001
Cherry Hill,New Jersey,NJ,USA,39.926813,-75.0246312
Garden City,New York,NY,USA,40.7267682,-73.6342954
Tipp City,Ohio,OH,USA,39.9583892,-84.17216379999999
Albertslund,,,Denmark,55.659616,12.357064
Chennai,,,India,13.0826802,80.2707184
Seoul,,,Korea,37.566535,126.9779692
Muntinlupa City,,,Philippines,14.4081327,121.0414667
Solna,,,Sweden,59.36887909999999,18.0084334
Abilene,Texas,TX,USA,32.4487364,-99.73314390000002
Abingdon,Virginia,VA,USA,36.70983349999999,-81.9773482
Abington,Pennsylvania,PA,USA,40.1198332,-75.1253492
Adelphi,Maryland,MD,USA,39.0031656,-76.97192
Aiken,South Carolina,SC,USA,33.5604168,-81.7195533
Alamogordo,New Mexico,NM,USA,32.8995325,-105.960265
Albemarle,North Carolina,NC,USA,35.3501426,-80.2000578
Alexandria,Minnesota,MN,USA,45.8848164,-95.3776663
Allen Park,Michigan,MI,USA,42.2575385,-83.2110375
Alpena,Michigan,MI,USA,45.0616794,-83.4327528
Altoona,Pennsylvania,PA,USA,40.5186809,-78.3947359
Amarillo,Texas,TX,USA,35.2219971,-101.8312969
American Fork,Utah,UT,USA,40.3768954,-111.7957645
Americus,Georgia,GA,USA,32.0723861,-84.23268759999999
Ames,Iowa,IA,USA,42.034722,-93.61999999999999
Anderson,South Carolina,SC,USA,34.5034394,-82.6501332
Ankeny,Iowa,IA,USA,41.7317884,-93.6001278
Ann Arbor,Michigan,MI,USA,42.2808256,-83.7430378
Annapolis,Maryland,MD,USA,38.9784453,-76.4921829
Apex,North Carolina,NC,USA,35.732652,-78.85028559999999
Apple Valley,Minnesota,MN,USA,44.7319094,-93.21772000000001
Apple Valley,California,CA,USA,34.5008311,-117.1858759
Arden,North Carolina,NC,USA,35.4661613,-82.5166982
Ardmore,Pennsylvania,PA,USA,40.0067785,-75.2854622
Arlington,Tennessee,TN,USA,35.2961973,-89.661469
Ashburn,Virginia,VA,USA,39.0437567,-77.4874416
Asheboro,North Carolina,NC,USA,35.7079146,-79.8136446
Ashland,Ohio,OH,USA,40.8686675,-82.3182178
Ashtabula,Ohio,OH,USA,41.8650534,-80.7898089
Ashwaubenon,Wisconsin,WI,USA,44.4822137,-88.0701033
Athens,Tennessee,TN,USA,35.4428512,-84.5929898
Atmore,Alabama,AL,USA,31.0237921,-87.4938708
Austell,Georgia,GA,USA,33.8126059,-84.6343783
Avon,Massachusetts,MA,USA,42.13065539999999,-71.0411582
Avondale,Arizona,AZ,USA,33.4355977,-112.3496021
Ayer,Massachusetts,MA,USA,42.5611947,-71.58990539999999
Baileys Crossroads,Virginia,VA,USA,38.8502289,-77.13107889999999
Bangor,Maine,ME,USA,44.80118210000001,-68.77781379999999
Basking Ridge,New Jersey,NJ,USA,40.7066174,-74.5493284
Battle Creek,Michigan,MI,USA,42.3211522,-85.17971419999999
Bay Shore,New York,NY,USA,40.7250986,-73.2453946
Beachwood,Ohio,OH,USA,41.4644979,-81.5087322
Beaufort,South Carolina,SC,USA,32.4315813,-80.6698286
Beaumont,California,CA,USA,33.9294606,-116.977248
Beavercreek,Ohio,OH,USA,39.7092262,-84.06326849999999
Belle Vernon,Pennsylvania,PA,USA,40.1250725,-79.8664356
Bellingham,Massachusetts,MA,USA,42.0867608,-71.47458809999999
Belton,Missouri,MO,USA,38.8119527,-94.5318982
Bemidji,Minnesota,MN,USA,47.4875361,-94.8858492
Bensalem,Pennsylvania,PA,USA,40.1125548,-74.94351379999999
Benton,Arkansas,AR,USA,34.5645371,-92.586828
Berwyn,Illinois,IL,USA,41.85058739999999,-87.7936685
Bessemer,Alabama,AL,USA,33.4017766,-86.954437
Big Rapids,Michigan,MI,USA,43.6980782,-85.4836557
Billings,Montana,MT,USA,45.7832856,-108.5006904
Bishop,California,CA,USA,37.3614238,-118.3996636
Blaine,Minnesota,MN,USA,45.1607987,-93.23494889999999
Blasdell,New York,NY,USA,42.797281,-78.8233661
Bloomington,Minnesota,MN,USA,44.840798,-93.2982799
Bluffton,South Carolina,SC,USA,32.2371465,-80.8603868
Boone,North Carolina,NC,USA,36.216795,-81.6745517
Bowie,Maryland,MD,USA,39.0067768,-76.77913649999999
Bowling Green,Ohio,OH,USA,41.3747744,-83.6513229
Boylston,Massachusetts,MA,USA,42.3889953,-71.69081419999999
Boynton Beach,Florida,FL,USA,26.5317866,-80.0905465
Bozeman,Montana,MT,USA,45.6769979,-111.0429339
Braintree,Massachusetts,MA,USA,42.2079017,-71.0040013
Branchburg,New Jersey,NJ,USA,40.58681139999999,-74.69858909999999
Brentwood,California,CA,USA,37.931868,-121.6957863
Bridgeville,Pennsylvania,PA,USA,40.3561805,-80.1100556
Brighton,Colorado,CO,USA,39.9852617,-104.8205283
Bristol,Virginia,VA,USA,36.595141,-82.1888089
Bronx,New York,NY,USA,40.8370495,-73.86542949999999
Brookfield,Connecticut,CT,USA,41.4825947,-73.4095652
Brookfield,Wisconsin,WI,USA,43.0605671,-88.1064787
Brooksville,Florida,FL,USA,28.5552719,-82.3878709
Broomall,Pennsylvania,PA,USA,39.967933,-75.347048
Brownsville,Texas,TX,USA,25.9017472,-97.4974838
Buffalo,New York,NY,USA,42.88644679999999,-78.8783689
Burleson,Texas,TX,USA,32.5420821,-97.3208492
Burlington,New Jersey,NJ,USA,40.071222,-74.86488729999999
Burlington,North Carolina,NC,USA,36.0956918,-79.43779909999999
Butler,Pennsylvania,PA,USA,40.8611755,-79.89533279999999
Cadillac,Michigan,MI,USA,44.2519526,-85.40116189999999
California,Maryland,MD,USA,38.3004029,-76.5074542
Camarillo,California,CA,USA,34.2163937,-119.0376023
Cambridge,Ohio,OH,USA,40.031183,-81.5884561
Canoga Park,California,CA,USA,34.208254,-118.6058609
Canton,Georgia,GA,USA,34.2367621,-84.4907621
Canton,Ohio,OH,USA,40.79894729999999,-81.378447
Cape Coral,Florida,FL,USA,26.5628537,-81.9495331
Capitol Heights,Maryland,MD,USA,38.8851122,-76.9158068
Carmel,Indiana,IN,USA,39.978371,-86.1180435
Casper,Wyoming,WY,USA,42.866632,-106.313081
Cedar Hill,Texas,TX,USA,32.5884689,-96.9561152
Cedar Park,Texas,TX,USA,30.505198,-97.8202888
Centennial,Colorado,CO,USA,39.5807452,-104.8771726
Centerville,Ohio,OH,USA,39.6283928,-84.15938179999999
Chambersburg,Pennsylvania,PA,USA,39.9375911,-77.6611022
Charlottesville,Virginia,VA,USA,38.0293059,-78.47667810000002
Cheektowaga,New York,NY,USA,42.9026136,-78.74457199999999
Cheyenne,Wyoming,WY,USA,41.1399814,-104.8202462
Chickasha,Oklahoma,OK,USA,35.052565,-97.93643259999999
Chico,California,CA,USA,39.7284944,-121.8374777
City Of Industry,California,CA,USA,34.0197335,-117.9586754
Clarksville,Indiana,IN,USA,38.2967362,-85.759963
Clearwater,Florida,FL,USA,27.9658533,-82.8001026
Clemmons,North Carolina,NC,USA,36.0215258,-80.3819984
Clermont,Florida,FL,USA,28.5494447,-81.77285429999999
Cleveland,Tennessee,TN,USA,35.1595182,-84.8766115
Cleveland,Texas,TX,USA,30.34132,-95.0854885
Clifton Park,New York,NY,USA,42.844668,-73.8183804
Clinton,Maryland,MD,USA,38.7651145,-76.8983059
Clive,Iowa,IA,USA,41.6060873,-93.77235999999999
Clovis,California,CA,USA,36.8252277,-119.7029194
Clovis,New Mexico,NM,USA,34.4047987,-103.2052272
Coconut Creek,Florida,FL,USA,26.2517482,-80.17893509999999
College Place,Washington,WA,USA,46.0493026,-118.3883012
Colonial Heights,Virginia,VA,USA,37.244039,-77.4102607
Columbia,Tennessee,TN,USA,35.6150716,-87.0352831
Columbia,Maryland,MD,USA,39.2037144,-76.86104619999999
Columbus,Nebraska,NE,USA,41.43029730000001,-97.3593904
Comstock Park,Michigan,MI,USA,43.0386368,-85.67003319999999
Concord,North Carolina,NC,USA,35.4087517,-80.579511
Cookeville,Tennessee,TN,USA,36.162839,-85.5016423
Coon Rapids,Minnesota,MN,USA,45.1732394,-93.30300629999999
Coral Springs,Florida,FL,USA,26.271192,-80.2706044
Cordele,Georgia,GA,USA,31.9635074,-83.7823938
Corpus Christi,Texas,TX,USA,27.8005828,-97.39638099999999
Corte Madera,California,CA,USA,37.9254806,-122.5274755
Coshocton,Ohio,OH,USA,40.2720151,-81.8595756
Council Bluffs,Iowa,IA,USA,41.2619444,-95.8608333
Covington,Georgia,GA,USA,33.5967815,-83.8601827
Covington,Louisiana,LA,USA,30.4754702,-90.1009108
Cranberry Twp,Pennsylvania,PA,USA,40.6849626,-80.1071379
Crossville,Tennessee,TN,USA,35.9489566,-85.0269014
Cumberland,Maryland,MD,USA,39.6528654,-78.7625185
Cuyahoga Falls,Ohio,OH,USA,41.1339449,-81.48455849999999
Cypress,California,CA,USA,33.8169599,-118.0372852
Dallas/Fort Worth Airport,Texas,TX,USA,32.8998091,-97.0403352
Dalton,Georgia,GA,USA,34.7698021,-84.9702228
Dartmouth,Massachusetts,MA,USA,41.6130323,-70.9704787
Del Mar,California,CA,USA,32.9594891,-117.2653146
Delafield,Wisconsin,WI,USA,43.060842,-88.4037079
Delaware,Ohio,OH,USA,40.2986724,-83.067965
Denham Springs,Louisiana,LA,USA,30.48685639999999,-90.95621249999999
Denver,North Carolina,NC,USA,35.5316576,-81.0295793
Deptford,New Jersey,NJ,USA,39.8227054,-75.11951069999999
Derby,Kansas,KS,USA,37.5455735,-97.2689331
Destin,Florida,FL,USA,30.3935337,-86.4957833
DFW Airport,Texas,TX,USA,32.8998091,-97.0403352
Diberville,Mississippi,MS,USA,30.4263092,-88.89086379999999
Dickson,Tennessee,TN,USA,36.0770048,-87.3877899
Dixon,Illinois,IL,USA,41.8389213,-89.47954779999999
Douglasville,Georgia,GA,USA,33.7514966,-84.7477136
Dover,Delaware,DE,USA,39.158168,-75.5243682
Dover,New Jersey,NJ,USA,40.883988,-74.5621025
Downey,California,CA,USA,33.9401088,-118.1331593
Downingtown,Pennsylvania,PA,USA,40.0064958,-75.7032742
Draper,Utah,UT,USA,40.5246711,-111.8638226
Dublin,California,CA,USA,37.7021521,-121.9357918
Dublin,Georgia,GA,USA,32.5404447,-82.90375399999999
Duluth,Minnesota,MN,USA,46.78667189999999,-92.1004852
Duluth,Georgia,GA,USA,34.0028786,-84.1446376
Dumas,Texas,TX,USA,35.8653789,-101.9732236
Duncan,Oklahoma,OK,USA,34.5023028,-97.9578128
Dyersburg,Tennessee,TN,USA,36.0345159,-89.38562809999999
Eagan,Minnesota,MN,USA,44.8041322,-93.1668858
Easley,South Carolina,SC,USA,34.829838,-82.6015206
East Ellijay,Georgia,GA,USA,34.6839746,-84.4727049
East Hanover,New Jersey,NJ,USA,40.8200623,-74.3647247
East Liverpool,Ohio,OH,USA,40.6186756,-80.5772928
East Northport,New York,NY,USA,40.8767647,-73.3245613
East Peoria,Illinois,IL,USA,40.666149,-89.5800978
Edmond,Oklahoma,OK,USA,35.6528323,-97.47809540000002
El Cajon,California,CA,USA,32.7947731,-116.9625269
El Centro,California,CA,USA,32.792,-115.5630514
El Cerrito,California,CA,USA,37.9161326,-122.310765
Elgin,South Carolina,SC,USA,34.17098259999999,-80.794252
Elk Grove,California,CA,USA,38.4087993,-121.3716178
Elk River,Minnesota,MN,USA,45.33772829999999,-93.56911219999999
Elkhart,Indiana,IN,USA,41.6819935,-85.9766671
Elmhurst,New York,NY,USA,40.737975,-73.8801301
Elyria,Ohio,OH,USA,41.3683798,-82.10764859999999
Encinitas,California,CA,USA,33.0369867,-117.2919818
Encino,California,CA,USA,34.1517492,-118.5214282
Erie,Pennsylvania,PA,USA,42.12922409999999,-80.085059
Eureka,California,CA,USA,40.8020712,-124.1636729
Evans,Georgia,GA,USA,33.5337464,-82.1306747
Exeter,California,CA,USA,36.2960613,-119.1420517
Fairview Park,Ohio,OH,USA,41.4414366,-81.8643039
Fall River,Massachusetts,MA,USA,41.7014912,-71.1550451
Fargo,North Dakota,ND,USA,46.8771863,-96.7898034
Farmington,Missouri,MO,USA,37.7808846,-90.4217895
Fenton,Michigan,MI,USA,42.7978061,-83.7049498
Fishkill,New York,NY,USA,41.53564919999999,-73.89902520000001
Fitchburg,Wisconsin,WI,USA,43.0023146,-89.424092
Flagstaff,Arizona,AZ,USA,35.1982836,-111.651302
Flowood,Mississippi,MS,USA,32.3095903,-90.13897569999999
Fontana,California,CA,USA,34.0922335,-117.435048
Forest City,North Carolina,NC,USA,35.3340108,-81.8651028
Forest Hills,New York,NY,USA,40.7195597,-73.84475499999999
Forsyth,Illinois,IL,USA,39.9325368,-88.9511912
Fort Bragg,North Carolina,NC,USA,35.1414552,-79.0079949
Fort Gratiot,Michigan,MI,USA,43.0386178,-82.476888
Fort Oglethorpe,Georgia,GA,USA,34.9489645,-85.2569
Fort Walton Beach,Florida,FL,USA,30.42007079999999,-86.6170308
Framingham,Massachusetts,MA,USA,42.279286,-71.4161565
Franklin,Ohio,OH,USA,39.5589474,-84.30410739999999
Franklin,Wisconsin,WI,USA,42.888627,-88.03841949999999
Frederick,Maryland,MD,USA,39.41426879999999,-77.4105409
Fredericksburg,Virginia,VA,USA,38.3031837,-77.4605399
Freehold,New Jersey,NJ,USA,40.2136754,-74.3000878
Fremont,Ohio,OH,USA,41.3503303,-83.1218634
Friendswood,Texas,TX,USA,29.5293998,-95.2010447
Fullerton,California,CA,USA,33.8703596,-117.9242966
Fuquay Varina,North Carolina,NC,USA,35.5843235,-78.80001279999999
Gallatin,Tennessee,TN,USA,36.3883809,-86.4466599
Garland,Texas,TX,USA,32.912624,-96.63888329999999
Gastonia,North Carolina,NC,USA,35.262082,-81.18730049999999
Gaylord,Michigan,MI,USA,45.0275126,-84.6747523
Georgetown,South Carolina,SC,USA,33.376834,-79.2944964
Germantown,Maryland,MD,USA,39.1731621,-77.2716502
Gilroy,California,CA,USA,37.0057816,-121.5682751
Glen Burnie,Maryland,MD,USA,39.1626084,-76.6246886
Glendale,Wisconsin,WI,USA,43.135288,-87.9356423
Goldsboro,North Carolina,NC,USA,35.3848841,-77.9927651
Grand Chute,Wisconsin,WI,USA,44.2815913,-88.4384087
Grand Island,Nebraska,NE,USA,40.9263957,-98.3420118
Grand Junction,Colorado,CO,USA,39.0638705,-108.5506486
Grand Rapids,Michigan,MI,USA,42.9633599,-85.6680863
Grandville,Michigan,MI,USA,42.9097484,-85.7630885
Grapevine,Texas,TX,USA,32.9342919,-97.0780654
Great Falls,Montana,MT,USA,47.4941836,-111.2833449
Greeley,Colorado,CO,USA,40.4233142,-104.7091322
Greeneville,Tennessee,TN,USA,36.1631574,-82.83098609999999
Greenfield,Wisconsin,WI,USA,42.9614039,-88.0125865
Greensboro,North Carolina,NC,USA,36.0726354,-79.7919754
Greensburg,Pennsylvania,PA,USA,40.3014581,-79.5389289
Greenville,North Carolina,NC,USA,35.612661,-77.3663538
Greenwood,Indiana,IN,USA,39.6136578,-86.10665259999999
Greenwood,Mississippi,MS,USA,33.5162315,-90.1795281
Greenwood,South Carolina,SC,USA,34.1954001,-82.1617883
Greenwood Village,Colorado,CO,USA,39.6172101,-104.9508141
Grove City,Ohio,OH,USA,39.88145189999999,-83.0929644
Gulfport,Mississippi,MS,USA,30.3674198,-89.0928155
Gurnee,Illinois,IL,USA,42.3702996,-87.90201859999999
Hadley,Massachusetts,MA,USA,42.3417565,-72.58842220000001
Hampton,Virginia,VA,USA,37.0298687,-76.34522179999999
Hanover,Massachusetts,MA,USA,42.1162217,-70.8476708
Harahan,Louisiana,LA,USA,29.9404826,-90.2031313
Harlingen,Texas,TX,USA,26.1906306,-97.69610259999999
Harrison,Arkansas,AR,USA,36.2297936,-93.1076765
Harrisonburg,Virginia,VA,USA,38.4495688,-78.8689155
Hartsdale,New York,NY,USA,41.0189863,-73.7981884
Harvey,Louisiana,LA,USA,29.9035387,-90.0772944
Hattiesburg,Mississippi,MS,USA,31.3271189,-89.29033919999999
Hawthorne,California,CA,USA,33.9164032,-118.3525748
Hays,Kansas,KS,USA,38.8791783,-99.3267702
Hazlet,New Jersey,NJ,USA,40.4289526,-74.16509909999999
Hemet,California,CA,USA,33.7475203,-116.9719684
Henderson,Nevada,NV,USA,36.0395247,-114.9817213
Henderson,North Carolina,NC,USA,36.3295905,-78.3991638
Hendersonville,North Carolina,NC,USA,35.3187279,-82.4609528
Hendersonville,Tennessee,TN,USA,36.3047735,-86.6199957
Herkimer,New York,NY,USA,43.0256259,-74.9859889
Hermiston,Oregon,OR,USA,45.8404101,-119.2894605
Hermitage,Pennsylvania,PA,USA,41.2333896,-80.44868
Hesperia,California,CA,USA,34.4263886,-117.3008784
Hialeah,Florida,FL,USA,25.8575963,-80.2781057
Hickory,North Carolina,NC,USA,35.7344538,-81.3444573
Hickory Hill,Illinois,IL,USA,38.4141762,-88.6530753
Highlands Ranch,Colorado,CO,USA,39.5480789,-104.9739333
Hilliard,Ohio,OH,USA,40.0333961,-83.1582451
Hillside,Illinois,IL,USA,41.8778084,-87.90283980000001
Hilo,Hawaii,HI,USA,19.7297222,-155.09
Hiram,Georgia,GA,USA,33.8756601,-84.7621592
Hixson,Tennessee,TN,USA,35.137265,-85.2368219
Hoffman Estates,Illinois,IL,USA,42.0629915,-88.12271989999999
Holland,Michigan,MI,USA,42.7875235,-86.1089301
Holyoke,Massachusetts,MA,USA,42.2042586,-72.6162009
Homestead,Pennsylvania,PA,USA,40.4059025,-79.9119948
Homewood,Alabama,AL,USA,33.4717732,-86.80082279999999
Hot Springs,Arkansas,AR,USA,34.5037004,-93.0551795
Houma,Louisiana,LA,USA,29.5957696,-90.71953479999999
Huber Heights,Ohio,OH,USA,39.843947,-84.12466080000002
Hudson,New York,NY,USA,42.2528649,-73.790959
Humble,Texas,TX,USA,29.99883119999999,-95.26215529999999
Huntersville,North Carolina,NC,USA,35.410694,-80.84285040000002
Huntington Beach,California,CA,USA,33.660297,-117.9992265
Huntington Park,California,CA,USA,33.9816812,-118.2250725
Huntington Station,New York,NY,USA,40.8534318,-73.4115091
Hurricane,West Virginia,WV,USA,38.4325896,-82.0201368
Hutchinson,Kansas,KS,USA,38.0608445,-97.92977429999999
Idaho Falls,Idaho,ID,USA,43.49165139999999,-112.0339645
Indiana,Pennsylvania,PA,USA,40.6214551,-79.15253489999999
Indio,California,CA,USA,33.7205771,-116.2155619
Inglewood,California,CA,USA,33.9616801,-118.3531311
Iron Mountain,Michigan,MI,USA,45.8202334,-88.0659603
Irvington,New Jersey,NJ,USA,40.7263249,-74.22864349999999
Irwindale,California,CA,USA,34.1069527,-117.9353413
Issaquah,Washington,WA,USA,47.5301011,-122.0326191
Ithaca,New York,NY,USA,42.4439614,-76.5018807
Jackson,Tennessee,TN,USA,35.6145169,-88.81394689999999
Jacksonville,Texas,TX,USA,31.963778,-95.27050419999999
Jacksonville,North Carolina,NC,USA,34.7540524,-77.4302414
Janesville,Wisconsin,WI,USA,42.6827885,-89.0187222
Johnson City,Tennessee,TN,USA,36.3134397,-82.3534727
Johnstown,Pennsylvania,PA,USA,40.32674069999999,-78.9219698
Johnstown,Colorado,CO,USA,40.3369272,-104.9121967
Kahului,Hawaii,HI,USA,20.8893351,-156.4729469
Kailua Kona,Hawaii,HI,USA,19.639994,-155.9969261
Kalamazoo,Michigan,MI,USA,42.2917069,-85.5872286
Kaneohe,Hawaii,HI,USA,21.3996475,-157.7973653
Kearney,Nebraska,NE,USA,40.69933030000001,-99.0816784
Kenner,Louisiana,LA,USA,29.9940924,-90.2417434
Kennewick,Washington,WA,USA,46.2112458,-119.1372338
Kingsport,Tennessee,TN,USA,36.548434,-82.5618186
Kingston,New York,NY,USA,41.9270367,-73.9973608
Kirkwood,Missouri,MO,USA,38.5833862,-90.406785
Knightdale,North Carolina,NC,USA,35.7876515,-78.4805563
La Habra,California,CA,USA,33.9319578,-117.9461734
La Jolla,California,CA,USA,32.8328112,-117.2712717
La Mesa,California,CA,USA,32.7678287,-117.0230839
La Quinta,California,CA,USA,33.6633573,-116.3100095
