Lake Zurich,Illinois,IL,USA,42.19696889999999,-88.0934108
Lacey,Washington,WA,USA,47.03426289999999,-122.8231915
Laguna Niguel,California,CA,USA,33.5225261,-117.7075526
Lake Charles,Louisiana,LA,USA,30.2265949,-93.2173758
Lake Forest,California,CA,USA,33.6469661,-117.689218
Lake Grove,New York,NY,USA,40.8528761,-73.1151102
Lake Jackson,Texas,TX,USA,29.0338575,-95.4343859
Lakewood,Colorado,CO,USA,39.7047095,-105.0813734
Lakewood,California,CA,USA,33.8536269,-118.1339563
LaMarque,Texas,TX,USA,29.3685674,-94.9713134
Lancaster,California,CA,USA,34.6867846,-118.1541632
Lancaster,Pennsylvania,PA,USA,40.0378755,-76.3055144
Lancaster,Ohio,OH,USA,39.7136754,-82.5993294
Lancaster,South Carolina,SC,USA,34.7204257,-80.7709014
Laredo,Texas,TX,USA,27.5305671,-99.48032409999999
Las Cruces,New Mexico,NM,USA,32.3199396,-106.7636538
Latham,New York,NY,USA,42.7477661,-73.760537
Laurel,Maryland,MD,USA,39.0992752,-76.8483061
Laurel,Mississippi,MS,USA,31.6940509,-89.1306124
Lawrence,Kansas,KS,USA,38.9716689,-95.2352501
Layton,Utah,UT,USA,41.0602216,-111.9710529
League City,Texas,TX,USA,29.5074538,-95.0949303
Lebanon,Missouri,MO,USA,37.6805967,-92.6637865
Lebanon,Tennessee,TN,USA,36.2081098,-86.2911024
Lees Summit,Missouri,MO,USA,38.9108408,-94.3821724
Leesburg,Virginia,VA,USA,39.1156615,-77.56360149999999
Leominster,Massachusetts,MA,USA,42.5250906,-71.759794
Levelland,Texas,TX,USA,33.5873164,-102.37796
Lewis Center,Ohio,OH,USA,40.1983884,-83.0100987
Lexington,South Carolina,SC,USA,33.9815369,-81.2362107
Liberal,Kansas,KS,USA,37.0430812,-100.920999
Liberty,Texas,TX,USA,30.057993,-94.7954783
Lihue,Hawaii,HI,USA,21.9811111,-159.3711111
Lima,Ohio,OH,USA,40.742551,-84.1052256
Lincoln,Nebraska,NE,USA,40.8257625,-96.6851982
Lincoln Park,New Jersey,NJ,USA,40.9242652,-74.3020933
Lithonia,Georgia,GA,USA,33.7123305,-84.1051939
Littleton,Colorado,CO,USA,39.613321,-105.0166498
Livermore,California,CA,USA,37.6818745,-121.7680088
Livingston,New Jersey,NJ,USA,40.7862871,-74.3300842
Livonia,Michigan,MI,USA,42.36837,-83.35270969999999
Logan,Utah,UT,USA,41.7369803,-111.8338359
Logan,West Virginia,WV,USA,37.8487147,-81.9934581
Londonderry,New Hampshire,NH,USA,42.86512980000001,-71.3739272
Lone Tree,Colorado,CO,USA,39.536482,-104.8970678
Longmont,Colorado,CO,USA,40.1672068,-105.1019275
Longview,Texas,TX,USA,32.5007037,-94.74048909999999
Lowell,Massachusetts,MA,USA,42.6334247,-71.31617179999999
Lubbock,Texas,TX,USA,33.5778631,-101.8551665
Ludington,Michigan,MI,USA,43.9552825,-86.4525831
Lumberton,North Carolina,NC,USA,34.6182199,-79.0086424
Lunenburg,Massachusetts,MA,USA,42.5945273,-71.7245035
Lynwood,California,CA,USA,33.930293,-118.2114603
Madera,California,CA,USA,36.9613356,-120.0607176
Madison,Tennessee,TN,USA,36.25620019999999,-86.7143516
Maitland,Florida,FL,USA,28.6277767,-81.36312439999999
Manchester,New Hampshire,NH,USA,42.9956397,-71.4547891
Manhattan,Kansas,KS,USA,39.18360819999999,-96.57166939999999
Mankato,Minnesota,MN,USA,44.1635775,-93.99939959999999
Mansfield,Ohio,OH,USA,40.75839,-82.5154471
Maple Grove,Minnesota,MN,USA,45.0724642,-93.4557877
Marble Falls,Texas,TX,USA,30.5782446,-98.2728003
Marietta,Georgia,GA,USA,33.95260200000001,-84.5499327
Marietta,Ohio,OH,USA,39.41535200000001,-81.45484359999999
Marina Del Rey,California,CA,USA,33.9802893,-118.4517449
Marion,Ohio,OH,USA,40.5886699,-83.1285242
Marquette,Michigan,MI,USA,46.5475825,-87.39559539999999
Marshall,Texas,TX,USA,32.5448714,-94.36741839999999
Marysville,Washington,WA,USA,48.0517637,-122.1770818
Marysville,Ohio,OH,USA,40.2364486,-83.3671432
Mason City,Iowa,IA,USA,43.1535728,-93.20103669999999
Matthews,North Carolina,NC,USA,35.1168131,-80.72368039999999
Mayfield Heights,Ohio,OH,USA,41.5192189,-81.45789599999999
McAllen,Texas,TX,USA,26.2034071,-98.23001239999999
Mchenry,Illinois,IL,USA,42.333355,-88.2667534
Mckinney,Texas,TX,USA,33.1972465,-96.6397822
Meadville,Pennsylvania,PA,USA,41.6414438,-80.15144839999999
Medina,Ohio,OH,USA,41.143245,-81.8552196
Menands,New York,NY,USA,42.6920233,-73.72456389999999
Menifee,California,CA,USA,33.6971468,-117.185294
Mentor,Ohio,OH,USA,41.6661573,-81.339552
Meridian,Idaho,ID,USA,43.6121087,-116.3915131
Merriam,Kansas,KS,USA,39.0236165,-94.6935701
Merrick,New York,NY,USA,40.6628795,-73.55151599999999
Merritt Island,Florida,FL,USA,28.3180688,-80.6659842
Mesquite,Texas,TX,USA,32.76679550000001,-96.5991593
Middletown,New York,NY,USA,41.4459271,-74.42293409999999
Midland,Texas,TX,USA,31.9973456,-102.0779146
Midvale,Utah,UT,USA,40.6110589,-111.8999353
Midwest City,Oklahoma,OK,USA,35.4495065,-97.3967019
Millbury,Massachusetts,MA,USA,42.19207189999999,-71.761522
Minot,North Dakota,ND,USA,48.2329668,-101.2922906
Mira Loma,California,CA,USA,33.9845417,-117.5159449
Missoula,Montana,MT,USA,46.87871759999999,-113.996586
Mohegan Lake,New York,NY,USA,41.3178717,-73.8462467
Moline,Illinois,IL,USA,41.5067003,-90.51513419999999
Monaca,Pennsylvania,PA,USA,40.6872885,-80.2714505
Moncks Corner,South Carolina,SC,USA,33.1960027,-80.01313739999999
Monroe,Michigan,MI,USA,41.9164343,-83.3977101
Monroeville,Pennsylvania,PA,USA,40.4211798,-79.7881024
Montebello,California,CA,USA,34.0165053,-118.1137535
Monterey,California,CA,USA,36.6002378,-121.8946761
Montgomery,Alabama,AL,USA,32.3668052,-86.2999689
Montgomeryville,Pennsylvania,PA,USA,40.24732909999999,-75.2437853
Mooresville,North Carolina,NC,USA,35.5848596,-80.8100724
Morehead City,North Carolina,NC,USA,34.7229391,-76.7260436
Morgan Hill,California,CA,USA,37.1305012,-121.6543901
Morristown,Tennessee,TN,USA,36.2139814,-83.29489219999999
Mount Juliet,Tennessee,TN,USA,36.200055,-86.5186054
Mount Pleasant,Texas,TX,USA,33.1567863,-94.96826899999999
Mount Pleasant,Michigan,MI,USA,43.59780749999999,-84.7675139
Mount Pleasant,South Carolina,SC,USA,32.8323225,-79.82842579999999
Mount Vernon,Ohio,OH,USA,40.3933956,-82.4857181
Mount Vernon,Illinois,IL,USA,38.3172714,-88.9031201
Mt Pleasant,South Carolina,SC,USA,32.8323225,-79.82842579999999
Muncie,Indiana,IN,USA,40.1933767,-85.3863599
Muncy,Pennsylvania,PA,USA,41.2056373,-76.78551519999999
Murfreesboro,Tennessee,TN,USA,35.8456213,-86.39027
Murrieta,California,CA,USA,33.5539143,-117.2139232
Muscatine,Iowa,IA,USA,41.424473,-91.0432051
Myrtle Beach,South Carolina,SC,USA,33.6890603,-78.8866943
Nampa,Idaho,ID,USA,43.5407172,-116.5634624
Nanuet,New York,NY,USA,41.0887073,-74.01347299999999
Naples,Florida,FL,USA,26.1420358,-81.7948103
Natick,Massachusetts,MA,USA,42.2775281,-71.3468091
New Hartford,New York,NY,USA,43.073403,-75.2876661
New Iberia,Louisiana,LA,USA,30.0035365,-91.81872849999999
New Philadelphia,Ohio,OH,USA,40.4897871,-81.4456706
Newark,New Jersey,NJ,USA,40.735657,-74.1723667
Newburgh,New York,NY,USA,41.5034271,-74.0104178
Niagara Falls,New York,NY,USA,43.0962143,-79.0377388
Niles,Ohio,OH,USA,41.1828353,-80.76535799999999
Noblesville,Indiana,IN,USA,40.0455917,-86.0085955
Norfolk,Nebraska,NE,USA,42.03272339999999,-97.41375529999999
Norman,Oklahoma,OK,USA,35.2225668,-97.4394777
Norridge,Illinois,IL,USA,41.9633641,-87.82728399999999
North Attleboro,Massachusetts,MA,USA,41.9695516,-71.35654389999999
North Augusta,South Carolina,SC,USA,33.5018026,-81.9651152
North Bergen,New Jersey,NJ,USA,40.8042674,-74.012084
North Hatfield,Massachusetts,MA,USA,42.4111995,-72.6223117
North Huntingdon,Pennsylvania,PA,USA,40.3301883,-79.7307014
North Kingstown,Rhode Island,RI,USA,41.5568315,-71.4536835
North Myrtle Beach,South Carolina,SC,USA,33.8160058,-78.680016
North Olmsted,Ohio,OH,USA,41.4156025,-81.9234726
North Platte,Nebraska,NE,USA,41.1402759,-100.7601454
Northfield,New Jersey,NJ,USA,39.3703942,-74.5501546
Northville,Michigan,MI,USA,42.4311464,-83.4832692
O'Fallon,Missouri,MO,USA,38.8106075,-90.69984769999999
Odessa,Texas,TX,USA,31.8456816,-102.3676431
Olathe,Kansas,KS,USA,38.8813958,-94.81912849999999
Olean,New York,NY,USA,42.083639,-78.42992699999999
Olympia,Washington,WA,USA,47.0378741,-122.9006951
Onalaska,Wisconsin,WI,USA,43.8844092,-91.23513930000001
Ooltewah,Tennessee,TN,USA,35.0712154,-85.0817091
Orange,California,CA,USA,33.7877944,-117.8531119
Orange,Connecticut,CT,USA,41.278637,-73.0265277
Orange City,Florida,FL,USA,28.9488761,-81.2986741
Orangeburg,New York,NY,USA,41.0464858,-73.94958179999999
Orangeburg,South Carolina,SC,USA,33.4918203,-80.8556476
Oregon,Ohio,OH,USA,41.6436603,-83.48687679999999
Orem,Utah,UT,USA,40.2968979,-111.6946475
Orland Park,Illinois,IL,USA,41.6303103,-87.85394250000002
Oro Valley,Arizona,AZ,USA,32.3909071,-110.966488
Oviedo,Florida,FL,USA,28.669997,-81.20812029999999
Owatonna,Minnesota,MN,USA,44.0855572,-93.2259349
Oxnard,California,CA,USA,34.1975048,-119.1770516
Paducah,Kentucky,KY,USA,37.0833893,-88.6000478
Palatine,Illinois,IL,USA,42.1103041,-88.03424000000001
Palm Beach Gardens,Florida,FL,USA,26.8233946,-80.13865469999999
Palm Harbor,Florida,FL,USA,28.0780718,-82.7637127
Palm Springs,California,CA,USA,33.8302961,-116.5452921
Palmdale,California,CA,USA,34.5794343,-118.1164613
Panama City,Florida,FL,USA,30.1588129,-85.6602058
Panorama City,California,CA,USA,34.227617,-118.442425
Papillion,Nebraska,NE,USA,41.1544432,-96.0422378
Paris,Texas,TX,USA,33.6609389,-95.55551299999999
Parker,Colorado,CO,USA,39.5186002,-104.7613633
Parkersburg,West Virginia,WV,USA,39.2667418,-81.56151349999999
Parma,Ohio,OH,USA,41.4047742,-81.7229086
Passaic,New Jersey,NJ,USA,40.8567662,-74.1284764
Patchogue,New York,NY,USA,40.7659783,-73.01934299999999
Peabody,Massachusetts,MA,USA,42.5278731,-70.9286609
Peachtree Corners,Georgia,GA,USA,33.9698929,-84.2214551
Pekin,Illinois,IL,USA,40.5675388,-89.640658
Pensacola,Florida,FL,USA,30.42130899999999,-87.2169149
Petoskey,Michigan,MI,USA,45.3733428,-84.9553296
Pico Rivera,California,CA,USA,33.9830688,-118.096735
Pikesville,Maryland,MD,USA,39.3742729,-76.7224727
Pinellas Park,Florida,FL,USA,27.8428025,-82.6995443
Pittsfield,Massachusetts,MA,USA,42.4500845,-73.2453824
Pittston,Pennsylvania,PA,USA,41.3259134,-75.78936039999999
Placerville,California,CA,USA,38.7296252,-120.798546
Plainfield,Illinois,IL,USA,41.632223,-88.2120315
Plattsburgh,New York,NY,USA,44.6994873,-73.4529124
Plover,Wisconsin,WI,USA,44.4563579,-89.5440069
Plymouth,Massachusetts,MA,USA,41.9584457,-70.6672621
Plymouth Meeting,Pennsylvania,PA,USA,40.1023319,-75.2743467
Pocatello,Idaho,ID,USA,42.8713032,-112.4455344
Pomona,California,CA,USA,34.055103,-117.7499909
Pompano Beach,Florida,FL,USA,26.2378597,-80.1247667
Port Arthur,Texas,TX,USA,29.8849504,-93.93994699999999
Port Charlotte,Florida,FL,USA,26.9761707,-82.09064479999999
Port Chester,New York,NY,USA,41.0017643,-73.66568339999999
Portsmouth,New Hampshire,NH,USA,43.0717552,-70.7625532
Prattville,Alabama,AL,USA,32.4640245,-86.4596966
Prescott Valley,Arizona,AZ,USA,34.6100243,-112.315721
Prince Frederick,Maryland,MD,USA,38.5403996,-76.5844017
Pueblo,Colorado,CO,USA,38.2544472,-104.6091409
Puyallup,Washington,WA,USA,47.1853785,-122.2928974
Quakertown,Pennsylvania,PA,USA,40.4417682,-75.3415667
Queensbury,New York,NY,USA,43.353627,-73.6771662
Racine,Wisconsin,WI,USA,42.7261309,-87.78285230000002
Rancho Cordova,California,CA,USA,38.5890723,-121.302728
Rancho Mirage,California,CA,USA,33.739744,-116.41279
Rancho Santa Margarita,California,CA,USA,33.640855,-117.603104
Reading,Pennsylvania,PA,USA,40.3356483,-75.9268747
Reading,Massachusetts,MA,USA,42.5256563,-71.0952891
Redlands,California,CA,USA,34.0555693,-117.1825381
Redondo Beach,California,CA,USA,33.8491816,-118.3884078
Rensselaer,New York,NY,USA,42.6425794,-73.742898
Renton,Washington,WA,USA,47.48287759999999,-122.2170661
Reston,Virginia,VA,USA,38.9586307,-77.35700279999999
Reynoldsburg,Ohio,OH,USA,39.9547861,-82.81211909999999
Rialto,California,CA,USA,34.1064001,-117.3703235
Richardson,Texas,TX,USA,32.9483335,-96.7298519
Ridgecrest,California,CA,USA,35.6224561,-117.6708966
Ridgeland,Mississippi,MS,USA,32.4284761,-90.1323087
Rincon,Georgia,GA,USA,32.2960289,-81.2353905
Riverdale,Utah,UT,USA,41.1768888,-112.0038311
Roanoke,Virginia,VA,USA,37.2709704,-79.9414266
Rochester,New Hampshire,NH,USA,43.304526,-70.97561859999999
Rock Springs,Wyoming,WY,USA,41.58746439999999,-109.2029043
Rocklin,California,CA,USA,38.7907339,-121.2357828
Rockwall,Texas,TX,USA,32.93123360000001,-96.4597089
Rocky Mount,North Carolina,NC,USA,35.9382103,-77.7905339
Rogers,Arkansas,AR,USA,36.3320196,-94.1185366
Rome,Georgia,GA,USA,34.257038,-85.1646726
Roseville,Minnesota,MN,USA,45.0060767,-93.15661070000002
Roseville,Michigan,MI,USA,42.4972583,-82.9371409
Roslindale,Massachusetts,MA,USA,42.2832142,-71.1270268
Rutland,Vermont,VT,USA,43.6106237,-72.9726065
Saint Clairsville,Ohio,OH,USA,40.0803199,-80.90176
Saint Cloud,Minnesota,MN,USA,45.5579451,-94.16324039999999
Saint George,Utah,UT,USA,37.0965278,-113.5684164
Saint Peters,Missouri,MO,USA,38.7874699,-90.6298922
Saint Petersburg,Florida,FL,USA,27.773056,-82.64
Salem,Virginia,VA,USA,37.2934681,-80.05476259999999
Salina,Kansas,KS,USA,38.8402805,-97.61142369999999
Salinas,California,CA,USA,36.6777372,-121.6555013
Salisbury,North Carolina,NC,USA,35.6709727,-80.4742261
Salisbury,Maryland,MD,USA,38.3606736,-75.5993692
San Luis Obispo,California,CA,USA,35.2827524,-120.6596156
San Mateo,California,CA,USA,37.5629917,-122.3255254
Sanford,Florida,FL,USA,28.8028612,-81.269453
Sanford,North Carolina,NC,USA,35.4798757,-79.1802994
Santa Clarita,California,CA,USA,34.3916641,-118.542586
Santa Cruz,California,CA,USA,36.9741171,-122.0307963
Santa Fe,New Mexico,NM,USA,35.6869752,-105.937799
Santa Fe Springs,California,CA,USA,33.9472359,-118.0853451
Santee,California,CA,USA,32.8383828,-116.9739167
Saratoga Springs,New York,NY,USA,43.0831301,-73.7845651
Saugus,Massachusetts,MA,USA,42.4651421,-71.0110473
Savannah,Georgia,GA,USA,32.0835407,-81.09983419999999
Schaumburg,Illinois,IL,USA,42.0333607,-88.0834059
Schenectady,New York,NY,USA,42.8142432,-73.9395687
Schertz,Texas,TX,USA,29.5521737,-98.269734
Scottsbluff,Nebraska,NE,USA,41.8666341,-103.6671662
Sea Girt,New Jersey,NJ,USA,40.1320592,-74.0345813
Sebring,Florida,FL,USA,27.495592,-81.440907
Seekonk,Massachusetts,MA,USA,41.808434,-71.3369972
Selinsgrove,Pennsylvania,PA,USA,40.7989735,-76.8621935
Selma,Texas,TX,USA,29.5843948,-98.3058463
Seneca,South Carolina,SC,USA,34.6856555,-82.9532036
Sevierville,Tennessee,TN,USA,35.8681455,-83.56183500000002
Sewickley,Pennsylvania,PA,USA,40.5364846,-80.1844243
Shelby,North Carolina,NC,USA,35.2923513,-81.5356463
Sherman Oaks,California,CA,USA,34.1489719,-118.451357
Shrewsbury,Massachusetts,MA,USA,42.2959267,-71.71284709999999
Sierra Vista,Arizona,AZ,USA,31.5455001,-110.2772856
Simi Valley,California,CA,USA,34.2694474,-118.781482
Simpsonville,South Carolina,SC,USA,34.7370639,-82.25428339999999
Sioux City,Iowa,IA,USA,42.4999942,-96.40030689999999
Sioux Falls,South Dakota,SD,USA,43.5445959,-96.73110340000001
Smyrna,Georgia,GA,USA,33.8839926,-84.51437609999999
Smyrna,Tennessee,TN,USA,35.9828412,-86.5186045
Snellville,Georgia,GA,USA,33.857328,-84.0199108
Somerset,Pennsylvania,PA,USA,40.008411,-79.0780831
South Boston,Virginia,VA,USA,36.6987493,-78.9013987
South Burlington,Vermont,VT,USA,44.4669941,-73.1709604
South Plainfield,New Jersey,NJ,USA,40.5792701,-74.4115401
South Windsor,Connecticut,CT,USA,41.8489872,-72.57175509999999
Southlake,Texas,TX,USA,32.9412363,-97.1341783
Spanish Fork,Utah,UT,USA,40.114955,-111.654923
Spartanburg,South Carolina,SC,USA,34.9495672,-81.9320482
Spokane Valley,Washington,WA,USA,47.6732281,-117.2393748
Springfield,Illinois,IL,USA,39.78172130000001,-89.6501481
Springfield,Missouri,MO,USA,37.2089572,-93.29229889999999
Springfield,Pennsylvania,PA,USA,39.9306677,-75.32018780000001
Springfield,Virginia,VA,USA,38.7892801,-77.18720359999999
Springfield,Massachusetts,MA,USA,42.1014831,-72.589811
St Petersburg,Florida,FL,USA,27.773056,-82.64
Stafford,Virginia,VA,USA,38.4220687,-77.4083086
Staten Island,New York,NY,USA,40.5795317,-74.1502007
Staunton,Virginia,VA,USA,38.149576,-79.0716958
Stroudsburg,Pennsylvania,PA,USA,40.9867609,-75.1946248
Suffolk,Virginia,VA,USA,36.7282054,-76.5835621
Summerville,South Carolina,SC,USA,33.0185039,-80.17564809999999
Surprise,Arizona,AZ,USA,33.6292337,-112.3679279
Tacoma,Washington,WA,USA,47.2528768,-122.4442906
Tallahassee,Florida,FL,USA,30.4382559,-84.28073289999999
Tarentum,Pennsylvania,PA,USA,40.6014555,-79.75977089999999
Taunton,Massachusetts,MA,USA,41.900101,-71.0897674
Taylor,Michigan,MI,USA,42.240872,-83.2696509
Taylors,South Carolina,SC,USA,34.9203946,-82.2962268
Temple,Texas,TX,USA,31.0982344,-97.342782
Temple Terrace,Florida,FL,USA,28.0352964,-82.3892596
Terre Haute,Indiana,IN,USA,39.4667034,-87.41390919999999
Texarkana,Texas,TX,USA,33.425125,-94.04768820000001
Thatcher,Arizona,AZ,USA,32.8492323,-109.7592479
Thomasville,Georgia,GA,USA,30.8365815,-83.9787808
Timonium,Maryland,MD,USA,39.4370508,-76.6196915
Topeka,Kansas,KS,USA,39.0558235,-95.68901849999999
Torrance,California,CA,USA,33.8358492,-118.3406288
Traverse City,Michigan,MI,USA,44.7630567,-85.62063169999999
Trevose,Pennsylvania,PA,USA,40.1392766,-74.9810019
Triadelphia,West Virginia,WV,USA,40.0525734,-80.62840969999999
Tucker,Georgia,GA,USA,33.8545479,-84.2171424
Tukwila,Washington,WA,USA,47.4739884,-122.2609558
Tuscaloosa,Alabama,AL,USA,33.2098407,-87.56917349999999
Tustin,California,CA,USA,33.7458511,-117.826166
Twin Falls,Idaho,ID,USA,42.5629668,-114.4608711
Twinsburg,Ohio,OH,USA,41.3125552,-81.4401129
Tyler,Texas,TX,USA,32.3512601,-95.30106239999999
Ukiah,California,CA,USA,39.1501709,-123.2077831
Union,New Jersey,NJ,USA,40.6975898,-74.26316349999999
Union City,California,CA,USA,37.5933918,-122.0438298
Uniontown,Pennsylvania,PA,USA,39.900076,-79.71643259999999
Utica,Michigan,MI,USA,42.6261446,-83.0335384
Valdosta,Georgia,GA,USA,30.8327022,-83.2784851
Valencia,California,CA,USA,34.4560447,-118.5713357
Valhalla,New York,NY,USA,41.0748188,-73.77513259999999
Valley Stream,New York,NY,USA,40.6642699,-73.70846449999999
Valparaiso,Indiana,IN,USA,41.4730948,-87.0611412
Venice,Florida,FL,USA,27.0997775,-82.4542632
Ventura,California,CA,USA,34.274646,-119.2290316
Vernon Hills,Illinois,IL,USA,42.23933230000001,-87.9653565
Vestal,New York,NY,USA,42.0850747,-76.05381299999999
Victor,New York,NY,USA,42.9825633,-77.4088794
Victorville,California,CA,USA,34.5362184,-117.2927641
Vidalia,Georgia,GA,USA,32.2176855,-82.4134614
Visalia,California,CA,USA,36.3302284,-119.2920585
Waco,Texas,TX,USA,31.549333,-97.1466695
Wake Forest,North Carolina,NC,USA,35.9798734,-78.50972279999999
Waldorf,Maryland,MD,USA,38.6265124,-76.9105483
Walterboro,South Carolina,SC,USA,32.9051704,-80.6667688
Waltham,Massachusetts,MA,USA,42.3764852,-71.2356113
Warren,New Jersey,NJ,USA,40.6342489,-74.50047959999999
Warrenton,Virginia,VA,USA,38.7134516,-77.7952712
Warrington,Pennsylvania,PA,USA,40.2492741,-75.1340604
Washington,Pennsylvania,PA,USA,40.17396,-80.2461714
Waterford,Connecticut,CT,USA,41.3542395,-72.164816
Watertown,New York,NY,USA,43.9747838,-75.91075649999999
Watertown,Massachusetts,MA,USA,42.3709299,-71.1828321
Wauwatosa,Wisconsin,WI,USA,43.0494572,-88.0075875
Waynesville,North Carolina,NC,USA,35.4887145,-82.98874769999999
Weaverville,California,CA,USA,40.7309778,-122.9419708
Weldon Spring,Missouri,MO,USA,38.713386,-90.6892929
Wenatchee,Washington,WA,USA,47.4234599,-120.3103494
Wentzville,Missouri,MO,USA,38.81144,-90.8529107
West Allis,Wisconsin,WI,USA,43.0166806,-88.0070315
West Chester,Ohio,OH,USA,39.3321262,-84.41726659999999
West Hollywood,California,CA,USA,34.0900091,-118.3617443
West Jordan,Utah,UT,USA,40.6096698,-111.9391031
West Lafayette,Indiana,IN,USA,40.4258686,-86.90806549999999
West Mifflin,Pennsylvania,PA,USA,40.3634026,-79.86643749999999
West Nyack,New York,NY,USA,41.096485,-73.9729162
West Springfield,Massachusetts,MA,USA,42.1070383,-72.6203675
West Valley City,Utah,UT,USA,40.6916132,-112.0010501
Westborough,Massachusetts,MA,USA,42.2695216,-71.61612939999999
Westlake,Ohio,OH,USA,41.4553232,-81.9179173
Westlake Village,California,CA,USA,34.1466467,-118.8073729
Westland,Michigan,MI,USA,42.32420399999999,-83.400211
Westminster,Colorado,CO,USA,39.8366528,-105.0372046
Westminster,Maryland,MD,USA,39.5753791,-76.9958149
Wheaton,Illinois,IL,USA,41.8661403,-88.1070127
Whites Creek,Tennessee,TN,USA,36.2663581,-86.83084009999999
Whiteville,North Carolina,NC,USA,34.3387802,-78.7030721
Whittier,California,CA,USA,33.9791793,-118.032844
Wichita Falls,Texas,TX,USA,33.9137085,-98.4933873
Wilkes Barre,Pennsylvania,PA,USA,41.2459149,-75.88130749999999
Williamsburg,Virginia,VA,USA,37.2707022,-76.7074571
Williamstown,New Jersey,NJ,USA,39.6862263,-74.99516799999999
Willmar,Minnesota,MN,USA,45.1223711,-95.048659
Willow Grove,Pennsylvania,PA,USA,40.1439985,-75.1157286
Willowbrook,Illinois,IL,USA,41.7697533,-87.9358931
Wilmington,Ohio,OH,USA,39.4453393,-83.8285375
Winchester,Virginia,VA,USA,39.1856597,-78.1633341
Winona,Minnesota,MN,USA,44.0553908,-91.6663523
Winston Salem,North Carolina,NC,USA,36.09985959999999,-80.244216
Woburn,Massachusetts,MA,USA,42.4792618,-71.1522765
Woodbridge,New Jersey,NJ,USA,40.5575986,-74.2846022
Woodbridge,Virginia,VA,USA,38.6581722,-77.2497049
Woodbury,New York,NY,USA,41.3645382,-74.1059775
Woodstock,Georgia,GA,USA,34.1014873,-84.5193754
Wooster,Ohio,OH,USA,40.8050565,-81.935143
Worcester,Massachusetts,MA,USA,42.2625932,-71.8022934
Wyomissing,Pennsylvania,PA,USA,40.32953699999999,-75.9652117
Xenia,Ohio,OH,USA,39.6847822,-83.9296526
Yakima,Washington,WA,USA,46.6020711,-120.5058987
Yonkers,New York,NY,USA,40.9312099,-73.89874689999999
York,Pennsylvania,PA,USA,39.9625984,-76.727745
Youngstown,Ohio,OH,USA,41.0997803,-80.6495194
